file,description,generation_command,input_files,generated_at,commit_hash,scope,metric_scope,presentation_caution
13_dataset_level_metrics.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:31+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
14_metric_distribution_summary.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:31+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
15_presentation_cases.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:11:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
16_priority_review_all_cases.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:13:51+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
17_priority_review_rule_audit.md,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:11:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
18_operational_flow.md,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:11:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
19_operational_flow.mmd,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:11:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
20_prospective_validation_available_fields.md,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:11:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
21_existing_feedback_data_inventory.md,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:11:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
HANDOVER_README_KO.md,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T09:09:43+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
audit_sources/git_head_raw.txt,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T07:59:06+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
audit_sources/git_status_raw.txt,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T07:59:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/01_명확한_자동_경보_TP_1_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:31+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/01_명확한_자동_경보_TP_1_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:31+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/01_명확한_자동_경보_TP_1_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:31+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/02_명확한_자동_경보_TP_2_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/02_명확한_자동_경보_TP_2_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/02_명확한_자동_경보_TP_2_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/03_명확한_자동_경보_TP_3_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:47+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/03_명확한_자동_경보_TP_3_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:47+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/03_명확한_자동_경보_TP_3_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:06:47+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/04_기존_후보에서_일반_검토로_이동한_FP_1_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:23+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/04_기존_후보에서_일반_검토로_이동한_FP_1_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:23+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/04_기존_후보에서_일반_검토로_이동한_FP_1_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:23+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/05_기존_후보에서_일반_검토로_이동한_FP_2_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:26+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/05_기존_후보에서_일반_검토로_이동한_FP_2_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:26+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/05_기존_후보에서_일반_검토로_이동한_FP_2_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:26+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/06_기존_후보에서_일반_검토로_이동한_FP_3_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/06_기존_후보에서_일반_검토로_이동한_FP_3_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/06_기존_후보에서_일반_검토로_이동한_FP_3_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/07_일반_검토_TP_1_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:59+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/07_일반_검토_TP_1_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:59+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/07_일반_검토_TP_1_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:07:59+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/08_일반_검토_TP_2_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/08_일반_검토_TP_2_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/08_일반_검토_TP_2_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:00+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/09_일반_검토_TP_3_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:07+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/09_일반_검토_TP_3_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:07+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/09_일반_검토_TP_3_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:07+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/10_자동_경보_FP_1_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:34+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/10_자동_경보_FP_1_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:34+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/10_자동_경보_FP_1_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:34+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/11_자동_경보_FP_2_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:37+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/11_자동_경보_FP_2_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:37+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/11_자동_경보_FP_2_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:37+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/12_자동_경보_FP_3_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:45+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/12_자동_경보_FP_3_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:45+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/12_자동_경보_FP_3_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:08:45+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/13_우선_검토_TP_1_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:26+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/13_우선_검토_TP_1_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:26+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/13_우선_검토_TP_1_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:26+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/14_우선_검토_TP_2_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:27+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/14_우선_검토_TP_2_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:27+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/14_우선_검토_TP_2_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:27+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/15_우선_검토_TP_3_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:29+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/15_우선_검토_TP_3_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:29+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/15_우선_검토_TP_3_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:29+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/16_최종_FN_1_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/16_최종_FN_1_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/16_최종_FN_1_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:36+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/17_최종_FN_2_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:40+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/17_최종_FN_2_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:40+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/17_최종_FN_2_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:09:40+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/18_최종_FN_3_annotations.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:10:03+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/18_최종_FN_3_test_series.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:10:03+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
cases/18_최종_FN_3_train_normal.csv,generated presentation input / audit artifact,captured command or read-only audit script under /tmp,"Exp137 and upstream CSVs, SQLite DB, repository source code",2026-07-13T08:10:03+09:00,05c471fd650f34ca641944d7524f6484a84f4fb2,retrospective except prospective inventory,Hard alert autonomous; combined/review human-assisted where applicable,Labels are post-hoc only; priority review is not autonomous
